latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-15.81055,129.02635,312.93,1.34,1.15,2026-04-29,1821,A,46,6.1NRT,293.86,15.31,N
-15.81864,129.0128,308.99,1.34,1.15,2026-04-29,1821,A,48,6.1NRT,292.95,11.59,N
-15.81644,129.00642,306.5,1.34,1.15,2026-04-29,1821,A,44,6.1NRT,291.75,9.26,N
-15.81848,129.01833,309.02,1.34,1.15,2026-04-29,1821,A,63,6.1NRT,293.8,11.72,N
-17.55328,127.79085,304.38,1.51,1.21,2026-04-29,1821,A,60,6.1NRT,289.64,12.1,N
-17.98818,127.78293,305.47,1.48,1.2,2026-04-29,1821,A,64,6.1NRT,290.27,13.37,N
-19.05554,134.05391,307.46,2.79,1.6,2026-04-29,2314,T,60,6.1NRT,293.22,21.79,D
-20.7304,139.47844,313.85,1.13,1.06,2026-04-29,2314,T,66,6.1NRT,297.08,9.37,D
-20.73975,139.47687,312.55,1.13,1.06,2026-04-29,2314,T,64,6.1NRT,296.41,8.15,D
-20.42243,135.38022,308.43,2.08,1.4,2026-04-29,2314,T,62,6.1NRT,294.1,16.32,D
-24.60113,144.41063,309.12,1.31,1.14,2026-04-29,2314,T,61,6.1NRT,296.15,8.72,D
-28.31914,150.25848,320.61,3.73,1.81,2026-04-29,2316,T,70,6.1NRT,293.91,96.83,D
-28.32738,150.25246,321.7,3.73,1.81,2026-04-29,2316,T,80,6.1NRT,293.72,113.47,D
-28.3298,150.29002,308.02,3.75,1.81,2026-04-29,2316,T,62,6.1NRT,293.58,36.43,D
-30.4619,148.62953,306.27,3.02,1.65,2026-04-29,2316,T,60,6.1NRT,294.3,19.31,D
-30.4643,148.6535,305.25,3.03,1.66,2026-04-29,2316,T,58,6.1NRT,294.38,19.42,D
-34.26089,146.01938,317.73,2.21,1.44,2026-04-29,2318,T,78,6.1NRT,292.42,45.41,D
-35.36735,148.41287,301.23,3.28,1.71,2026-04-29,2318,T,45,6.1NRT,286.09,33.34,D
-15.14439,124.9877,327.63,2.29,1.46,2026-04-30,0052,T,62,6.1NRT,299.36,69.94,D
-15.15739,124.98645,311.14,2.29,1.46,2026-04-30,0052,T,0,6.1NRT,300.2,19.57,D
-15.8191,129.01508,308.9,4.82,2,2026-04-30,0052,T,49,6.1NRT,296.63,36.25,D
-15.7261,125.553,310.2,2.58,1.54,2026-04-30,0052,T,57,6.1NRT,297.32,21.92,D
-15.73983,125.55181,308.85,2.58,1.54,2026-04-30,0052,T,45,6.1NRT,297.2,16.75,D
-15.87146,126.34919,308.07,3,1.65,2026-04-30,0052,T,46,6.1NRT,297.11,20.41,D
-16.08981,127.31867,309.51,3.6,1.78,2026-04-30,0052,T,54,6.1NRT,297.67,27.17,D
-16.35647,125.00502,313.42,2.39,1.49,2026-04-30,0052,T,54,6.1NRT,297.47,22.14,D
-16.36652,124.9987,313.18,2.39,1.49,2026-04-30,0052,T,64,6.1NRT,297.59,24.13,D
-17.07807,124.48396,318.53,2.23,1.45,2026-04-30,0052,T,69,6.1NRT,299.64,28.01,D
-17.09091,124.48252,319.75,2.23,1.45,2026-04-30,0052,T,74,6.1NRT,299.08,31.89,D
-17.5546,127.78938,311.48,4.08,1.87,2026-04-30,0052,T,59,6.1NRT,296.07,47.41,D
-17.56029,127.78311,309.88,4.08,1.87,2026-04-30,0052,T,53,6.1NRT,296.1,38.82,D
-17.86605,124.31798,316.67,2.22,1.44,2026-04-30,0052,T,69,6.1NRT,301.39,26.77,D
-17.89169,124.31512,329.53,2.22,1.44,2026-04-30,0052,T,83,6.1NRT,300.81,69.97,D
-17.89394,124.33569,312.41,2.23,1.45,2026-04-30,0052,T,41,6.1NRT,300.15,15.07,D
-18.01414,124.00529,317.24,2.11,1.41,2026-04-30,0052,T,70,6.1NRT,302.69,26.66,D
-18.01624,124.0246,315.2,2.12,1.41,2026-04-30,0052,T,66,6.1NRT,301.16,21.28,D
-18.29073,125.10255,319.72,2.58,1.54,2026-04-30,0052,T,73,6.1NRT,300.2,40.99,D
-18.29332,125.12652,314.33,2.6,1.55,2026-04-30,0052,T,41,6.1NRT,300.64,21.99,D
-18.29974,125.1189,313.88,2.6,1.55,2026-04-30,0052,T,57,6.1NRT,299.81,21.11,D
-19.64735,121.69527,316.03,1.5,1.21,2026-04-30,0052,T,65,6.1NRT,302.99,12.85,D
-23.58736,151.06151,314.92,3.9,1.84,2026-04-30,0451,A,41,6.1NRT,292.25,69.33,D
-37.77622,145.78346,304.23,1.51,1.21,2026-04-30,0625,A,40,6.1NRT,279.59,12.31,D
-37.77932,145.76753,309.01,1.51,1.21,2026-04-30,0625,A,58,6.1NRT,280.96,17.96,D
-37.75512,145.77676,311.09,1.51,1.21,2026-04-30,0625,A,55,6.1NRT,283.08,19.81,D
-38.11395,143.74269,304.17,1.18,1.08,2026-04-30,0625,A,58,6.1NRT,281.25,8.25,D
-38.09969,143.71114,301.04,1.18,1.08,2026-04-30,0625,A,24,6.1NRT,281.99,5.62,D
-19.10188,134.24898,323.43,1.04,1.02,2026-04-30,0631,A,66,6.1NRT,301.18,16.15,D
-38.09541,143.71802,301.96,1.18,1.08,2026-04-30,0625,A,50,6.1NRT,281.79,7.27,D
-37.56015,146.29137,303.91,1.64,1.26,2026-04-30,0625,A,57,6.1NRT,280.09,15.66,D
-17.7012,132.78612,313.45,1.15,1.07,2026-04-30,0631,A,53,6.1NRT,300.33,6.53,D
-37.56405,146.27193,308.08,1.63,1.26,2026-04-30,0625,A,66,6.1NRT,282.44,20.77,D
-17.66187,132.81656,317.23,1.14,1.07,2026-04-30,0631,A,59,6.1NRT,300.78,11.7,D
-37.55377,146.02174,322.79,1.58,1.24,2026-04-30,0625,A,82,6.1NRT,285.99,40.74,D
-37.55729,146.00378,311.95,1.58,1.24,2026-04-30,0625,A,38,6.1NRT,285.99,21.47,D
-17.63815,132.91939,312.75,1.13,1.06,2026-04-30,0631,A,21,6.1NRT,294.71,7.33,D
-38.01878,143.39191,320.51,1.15,1.07,2026-04-30,0625,A,54,6.1NRT,289.67,19.57,D
-17.65683,132.78366,321.99,1.15,1.07,2026-04-30,0631,A,71,6.1NRT,299.28,17.09,D
-38.00723,143.40196,311.38,1.15,1.07,2026-04-30,0625,A,43,6.1NRT,288.44,10.82,D
-17.67426,132.65652,327.37,1.16,1.07,2026-04-30,0631,A,66,6.1NRT,297.17,23.38,D
-38.00944,143.38925,324.02,1.15,1.07,2026-04-30,0625,A,83,6.1NRT,289.82,24.94,D
-38.03071,143.04103,303.68,1.11,1.05,2026-04-30,0625,A,54,6.1NRT,285.78,7.1,D
-17.65026,132.62022,331.7,1.17,1.08,2026-04-30,0631,A,84,6.1NRT,295.39,31.23,D
-36.91872,147.51254,328.2,2.01,1.38,2026-04-30,0625,A,85,6.1NRT,285.52,79.89,D
-17.56207,132.80682,374.62,1.14,1.06,2026-04-30,0631,A,100,6.1NRT,303.44,151.07,D
-37.82457,142.78696,331.75,1.1,1.05,2026-04-30,0625,A,88,6.1NRT,284.63,37.22,D
-17.56351,132.79636,355.77,1.14,1.07,2026-04-30,0631,A,98,6.1NRT,297.3,83.09,D
-37.71054,143.3934,308.52,1.16,1.07,2026-04-30,0625,A,52,6.1NRT,284.73,10.18,D
-17.54841,132.83678,324.36,1.14,1.06,2026-04-30,0631,A,78,6.1NRT,299.7,18.63,D
-37.62351,143.24255,310.42,1.15,1.07,2026-04-30,0627,A,70,6.1NRT,287.35,12.33,D
-17.52972,132.834,337.63,1.14,1.06,2026-04-30,0631,A,89,6.1NRT,300.06,40.11,D
-37.61816,143.24863,300.46,1.15,1.07,2026-04-30,0627,A,37,6.1NRT,286.52,5.5,D
-18.00379,127.7593,314.93,2.6,1.55,2026-04-30,0631,A,52,6.1NRT,301.28,23.04,D
-37.62032,143.23602,302.39,1.15,1.07,2026-04-30,0627,A,52,6.1NRT,286.48,6.65,D
-17.92515,127.88467,313.54,2.53,1.53,2026-04-30,0631,A,37,6.1NRT,302.08,19.39,D
-36.61058,146.98241,304.48,1.9,1.35,2026-04-30,0627,A,56,6.1NRT,285.17,17.36,D
-17.89353,124.93661,313.05,4.28,1.91,2026-04-30,0631,A,24,6.1NRT,300.7,36.76,D
-36.59869,146.97983,303.97,1.9,1.35,2026-04-30,0627,A,57,6.1NRT,285.23,16.7,D
-17.89739,124.89699,315.07,4.31,1.92,2026-04-30,0631,A,48,6.1NRT,300.86,48.71,D
-17.55286,127.79902,318.04,2.54,1.53,2026-04-30,0631,A,50,6.1NRT,301.83,29.75,D
-37.46206,140.2742,307.73,1,1,2026-04-30,0627,A,47,6.1NRT,293.15,5.73,D
-17.55538,127.77581,316.86,2.55,1.54,2026-04-30,0631,A,34,6.1NRT,301.99,26.78,D
-37.46368,140.26314,309.27,1,1,2026-04-30,0627,A,57,6.1NRT,293.41,6.81,D
-17.90026,124.30972,314.39,4.79,2,2026-04-30,0631,A,42,6.1NRT,301.27,48.14,D
-37.45325,140.27213,308.7,1,1,2026-04-30,0627,A,61,6.1NRT,294.09,6.63,D
-17.55774,127.79286,319.88,2.54,1.53,2026-04-30,0631,A,66,6.1NRT,301.88,37,D
-37.45488,140.26108,312.97,1,1,2026-04-30,0627,A,73,6.1NRT,294.28,9.77,D
-17.54425,127.79115,318.05,2.54,1.53,2026-04-30,0631,A,60,6.1NRT,301.68,30.49,D
-37.00722,143.01088,306.97,1.15,1.07,2026-04-30,0627,A,27,6.1NRT,283.01,8.78,D
-17.22686,130.31441,316.62,1.61,1.25,2026-04-30,0631,A,56,6.1NRT,302.42,13.21,D
-36.9189,142.53273,327.99,1.1,1.05,2026-04-30,0627,A,85,6.1NRT,288.94,29.14,D
-17.22871,130.29973,316.83,1.62,1.25,2026-04-30,0631,A,57,6.1NRT,303.85,13.93,D
-36.90972,142.53029,303.05,1.1,1.05,2026-04-30,0627,A,44,6.1NRT,285.33,4.49,D
-17.0626,130.8029,323.13,1.48,1.2,2026-04-30,0631,A,46,6.1NRT,298.54,24.53,D
-36.93162,142.18184,317.66,1.07,1.03,2026-04-30,0627,A,78,6.1NRT,290.47,17,D
-16.72627,131.66577,334.94,1.29,1.13,2026-04-30,0631,A,73,6.1NRT,304.93,41.16,D
-37.01091,140.87427,365.22,1.01,1,2026-04-30,0627,A,100,6.1NRT,300.16,100.53,D
-17.29599,124.58888,314.84,4.47,1.94,2026-04-30,0631,A,21,6.1NRT,300.49,54.32,D
-37.01261,140.86319,314.8,1.01,1,2026-04-30,0627,A,75,6.1NRT,295.53,11.21,D
-17.29999,124.54797,329.05,4.5,1.95,2026-04-30,0631,A,81,6.1NRT,301.02,187.14,D
-36.9663,140.85674,325.68,1.01,1,2026-04-30,0627,A,84,6.1NRT,296.07,21.88,D
-17.22376,124.97887,314.46,4.17,1.89,2026-04-30,0631,A,45,6.1NRT,300.94,38.54,D
-36.96799,140.84567,327.86,1.01,1,2026-04-30,0627,A,85,6.1NRT,296.85,24.46,D
-17.19411,124.93707,327.44,4.19,1.9,2026-04-30,0631,A,79,6.1NRT,300.98,139.32,D
-36.9432,140.82819,305.5,1.01,1,2026-04-30,0627,A,61,6.1NRT,294.95,4.55,D
-17.29764,124.54391,325.16,4.5,1.95,2026-04-30,0631,A,77,6.1NRT,300.93,142.08,D
-36.12049,145.28127,314.12,1.54,1.22,2026-04-30,0627,A,56,6.1NRT,282.09,24.2,D
-17.18925,124.93259,330.5,4.19,1.9,2026-04-30,0631,A,82,6.1NRT,301.31,170.77,D
-36.12366,145.26476,317.9,1.54,1.22,2026-04-30,0627,A,78,6.1NRT,279.66,30.53,D
-17.17258,124.93063,315.56,4.19,1.9,2026-04-30,0631,A,51,6.1NRT,301,48.45,D
-36.86688,140.965,308.88,1.01,1.01,2026-04-30,0627,A,37,6.1NRT,295.29,6.05,D
-16.91507,126.25888,315,3.28,1.71,2026-04-30,0631,A,49,6.1NRT,301.71,26.66,D
-36.10984,145.27806,385.87,1.54,1.22,2026-04-30,0627,A,100,6.1NRT,283.18,335.72,D
-36.11303,145.26157,393.01,1.54,1.22,2026-04-30,0627,A,100,6.1NRT,282.87,400.96,D
-16.09904,127.32966,318.59,2.63,1.56,2026-04-30,0631,A,68,6.1NRT,302.65,35.47,D
-36.85803,140.96283,312.75,1.01,1.01,2026-04-30,0627,A,73,6.1NRT,294.89,9.23,D
-16.10178,127.30565,314.54,2.64,1.56,2026-04-30,0631,A,55,6.1NRT,302.02,22.05,D
-36.85974,140.95174,306.21,1.01,1.01,2026-04-30,0627,A,54,6.1NRT,294.7,4.6,D
-15.52281,130.30522,316.81,1.53,1.22,2026-04-30,0631,A,66,6.1NRT,299.57,18.07,D
-35.78316,146.72858,305.8,1.91,1.35,2026-04-30,0627,A,62,6.1NRT,287.86,18.69,D
-15.52455,130.29132,315.52,1.53,1.22,2026-04-30,0631,A,62,6.1NRT,299.26,16.18,D
-35.78738,146.70833,307.75,1.91,1.35,2026-04-30,0627,A,66,6.1NRT,287.99,21.82,D
-15.51956,130.29924,322.89,1.53,1.22,2026-04-30,0631,A,73,6.1NRT,300.27,26.69,D
-35.91103,145.99022,311.48,1.71,1.28,2026-04-30,0627,A,71,6.1NRT,285.99,24.21,D
-15.71935,127.79337,335.47,2.39,1.49,2026-04-30,0631,A,87,6.1NRT,303.24,93.85,D
-36.74407,140.55716,309.44,1,1,2026-04-30,0627,A,68,6.1NRT,295.49,7.38,D
-15.7218,127.7716,330.3,2.4,1.49,2026-04-30,0631,A,79,6.1NRT,303.33,69.87,D
-36.72692,140.61,307.6,1.01,1,2026-04-30,0627,A,65,6.1NRT,295.47,5.63,D
-15.4651,130.01239,319.85,1.6,1.24,2026-04-30,0631,A,58,6.1NRT,299.99,18.05,D
-35.78173,145.93752,326.31,1.71,1.28,2026-04-30,0627,A,84,6.1NRT,282.46,53.72,D
-15.7216,127.7868,333.84,2.39,1.49,2026-04-30,0631,A,81,6.1NRT,302.91,87.92,D
-35.78534,145.91946,352.24,1.71,1.28,2026-04-30,0627,A,97,6.1NRT,282.03,147.8,D
-15.72427,127.7647,328.96,2.4,1.49,2026-04-30,0631,A,61,6.1NRT,303.1,65.6,D
-35.73688,145.80873,339.95,1.68,1.28,2026-04-30,0627,A,92,6.1NRT,285.13,91.4,D
-15.47109,129.5238,317.72,1.74,1.29,2026-04-30,0631,A,13,6.1NRT,299.8,16.37,D
-35.73424,145.82001,322.16,1.69,1.28,2026-04-30,0627,A,81,6.1NRT,283.77,43.45,D
-15.47907,129.45992,319.62,1.76,1.3,2026-04-30,0631,A,36,6.1NRT,301.46,21.38,D
-35.73779,145.80205,327.67,1.68,1.28,2026-04-30,0627,A,85,6.1NRT,284.43,56.06,D
-15.70259,127.60768,334.26,2.47,1.51,2026-04-30,0631,A,80,6.1NRT,300.29,94.18,D
-35.70251,145.51132,303.35,1.62,1.25,2026-04-30,0627,A,46,6.1NRT,284.44,9.74,D
-15.84764,126.33107,325.83,3.13,1.68,2026-04-30,0631,A,78,6.1NRT,300.9,91.43,D
-35.7033,145.50581,305.38,1.62,1.25,2026-04-30,0627,A,61,6.1NRT,284.64,13.21,D
-15.85811,124.93549,314.27,4.03,1.86,2026-04-30,0631,A,31,6.1NRT,298.23,43.67,D
-36.36552,141.03046,308.69,1.02,1.01,2026-04-30,0627,A,66,6.1NRT,295.51,6.6,D
-36.36251,140.75471,316.38,1.01,1.01,2026-04-30,0627,A,45,6.1NRT,296.07,10.51,D
-15.84179,124.93301,317.92,4.03,1.86,2026-04-30,0631,A,67,6.1NRT,298.44,68.73,D
-36.36421,140.74371,344.67,1.01,1.01,2026-04-30,0627,A,94,6.1NRT,298.8,48.43,D
-15.85095,124.92694,316.55,4.03,1.86,2026-04-30,0631,A,65,6.1NRT,298.28,62.46,D
-36.35253,140.75809,317.4,1.01,1.01,2026-04-30,0627,A,76,6.1NRT,295.8,13,D
-15.79811,124.95676,312.42,4,1.86,2026-04-30,0631,A,21,6.1NRT,298.41,34.84,D
-36.35423,140.74709,324.27,1.01,1.01,2026-04-30,0627,A,82,6.1NRT,298.07,20.08,D
-15.72272,125.37032,316.18,3.71,1.8,2026-04-30,0631,A,51,6.1NRT,299.35,47.46,D
-35.51985,145.3116,306.79,1.59,1.24,2026-04-30,0627,A,64,6.1NRT,290.3,13.99,D
-35.17223,146.89693,335.69,2.03,1.39,2026-04-30,0627,A,90,6.1NRT,289.73,100.3,D
-15.72939,125.36665,317.16,3.71,1.8,2026-04-30,0631,A,67,6.1NRT,299.27,55.71,D
-35.1602,146.89319,320.58,2.03,1.39,2026-04-30,0627,A,80,6.1NRT,288.51,50.09,D
-15.78316,124.87666,313.05,4.05,1.87,2026-04-30,0631,A,18,6.1NRT,298.41,39.58,D
-36.16023,141.45111,307.56,1.04,1.02,2026-04-30,0627,A,65,6.1NRT,295.74,6.35,D
-15.71364,125.36394,314.26,3.71,1.8,2026-04-30,0631,A,41,6.1NRT,299.72,37.39,D
-35.07663,146.7634,301.61,2,1.38,2026-04-30,0627,A,48,6.1NRT,284.49,13.41,D
-15.66965,125.32509,313.49,3.73,1.81,2026-04-30,0631,A,57,6.1NRT,299.03,39.59,D
-35.3962,145.10297,317.62,1.56,1.23,2026-04-30,0627,A,78,6.1NRT,283.91,30.82,D
-15.67572,125.31886,312.16,3.73,1.81,2026-04-30,0631,A,16,6.1NRT,298.83,29.57,D
-35.39938,145.08643,307.48,1.55,1.23,2026-04-30,0627,A,65,6.1NRT,285.96,15.4,D
-15.45162,125.52391,312.92,3.57,1.77,2026-04-30,0631,A,55,6.1NRT,299.58,29.82,D
-35.49422,144.41437,300.1,1.42,1.18,2026-04-30,0627,A,27,6.1NRT,286.53,6.19,D
-34.9385,147.11244,303.6,2.12,1.42,2026-04-30,0627,A,56,6.1NRT,290.79,15.34,D
-14.58007,132.45381,334.71,1.11,1.05,2026-04-30,0631,A,87,6.1NRT,300.35,33.06,D
-35.31045,145.30867,338,1.61,1.25,2026-04-30,0627,A,91,6.1NRT,291.64,74.25,D
-14.58148,132.4438,317.32,1.11,1.05,2026-04-30,0631,A,69,6.1NRT,295.12,10.13,D
-34.78703,147.00441,310.61,2.11,1.41,2026-04-30,0627,A,70,6.1NRT,291.88,28.01,D
-14.5503,132.19102,319.31,1.14,1.06,2026-04-30,0631,A,56,6.1NRT,300.5,12.36,D
-34.79172,146.98239,303.08,2.1,1.41,2026-04-30,0627,A,55,6.1NRT,292.29,13.58,D
-14.71097,130.6131,319.59,1.41,1.18,2026-04-30,0631,A,62,6.1NRT,296.78,17.65,D
-34.90085,145.88609,348.03,1.78,1.31,2026-04-30,0627,A,95,6.1NRT,297.83,131.75,D
-14.33755,132.66768,314.03,1.08,1.04,2026-04-30,0631,A,54,6.1NRT,299.56,6.02,D
-34.90468,145.86737,317.22,1.78,1.31,2026-04-30,0627,A,77,6.1NRT,295.67,30.99,D
-14.58052,130.41763,320.52,1.45,1.19,2026-04-30,0631,A,22,6.1NRT,297.21,19.93,D
-34.82981,145.78001,304,1.76,1.3,2026-04-30,0627,A,53,6.1NRT,289.8,10.84,D
-14.58573,130.41292,327.75,1.45,1.19,2026-04-30,0631,A,50,6.1NRT,298.28,31.54,D
-34.78775,145.92644,312.61,1.8,1.32,2026-04-30,0627,A,73,6.1NRT,292.2,23.07,D
-14.56132,130.43619,336.31,1.45,1.19,2026-04-30,0631,A,88,6.1NRT,298.66,52.06,D
-35.73561,137.91367,312.55,1.07,1.03,2026-04-30,0627,A,68,6.1NRT,294.38,10.78,D
-14.54915,130.44772,337.25,1.44,1.19,2026-04-30,0631,A,88,6.1NRT,300.53,55.13,D
-34.08235,147.34903,302.65,2.31,1.47,2026-04-30,0627,A,53,6.1NRT,289.38,14.18,D
-14.55087,130.43472,319.87,1.45,1.19,2026-04-30,0631,A,62,6.1NRT,298.47,18.61,D
-35.75241,137.3483,304.29,1.11,1.05,2026-04-30,0627,A,56,6.1NRT,290.6,5.54,D
-14.54025,130.35315,317.84,1.46,1.2,2026-04-30,0631,A,69,6.1NRT,298.17,17.47,D
-33.85662,147.64099,303.35,2.45,1.51,2026-04-30,0627,A,56,6.1NRT,291.7,15.01,D
-14.54198,130.33994,345.98,1.47,1.2,2026-04-30,0631,A,93,6.1NRT,299.5,84.77,D
-33.84669,147.07927,303.7,2.25,1.45,2026-04-30,0627,A,52,6.1NRT,288.9,15.37,D
-14.5437,130.32669,327.61,1.47,1.2,2026-04-30,0631,A,81,6.1NRT,298.3,33.94,D
-33.85165,147.05609,308.75,2.24,1.45,2026-04-30,0627,A,68,6.1NRT,290.93,25.47,D
-15.14657,124.9841,312,3.9,1.84,2026-04-30,0631,A,45,6.1NRT,299.32,42.75,D
-33.71549,142.4612,314.05,1.21,1.09,2026-04-30,0627,A,74,6.1NRT,296.57,12.56,D
-33.7177,142.44849,317.74,1.21,1.09,2026-04-30,0627,A,78,6.1NRT,297.91,16.64,D
-15.05071,125.73801,317.75,3.39,1.74,2026-04-30,0631,A,69,6.1NRT,299.68,51.02,D
-33.23975,142.46992,315.44,1.23,1.1,2026-04-30,0627,A,68,6.1NRT,297.44,16.66,D
-15.05404,125.70695,313.9,3.41,1.74,2026-04-30,0631,A,42,6.1NRT,300.42,33.5,D
-32.18681,147.57867,316.48,2.68,1.57,2026-04-30,0627,A,77,6.1NRT,295.48,50.43,D
-15.1205,125.41669,326.92,3.6,1.78,2026-04-30,0631,A,0,6.1NRT,300.3,119.18,D
-33.36786,135.17084,309.54,1.31,1.14,2026-04-30,0627,A,56,6.1NRT,298.49,7.17,D
-15.15448,124.97744,313.64,3.9,1.84,2026-04-30,0631,A,45,6.1NRT,299.73,48.87,D
-31.17174,146.8837,305.42,2.55,1.54,2026-04-30,0627,A,43,6.1NRT,287.19,23.82,D
-14.49968,130.2048,314.75,1.5,1.21,2026-04-30,0631,A,46,6.1NRT,294.8,14.55,D
-14.50147,130.19127,317.77,1.5,1.21,2026-04-30,0631,A,47,6.1NRT,296.97,19.28,D
-15.05304,125.73061,315.71,3.39,1.74,2026-04-30,0631,A,65,6.1NRT,300.05,42.06,D
-15.03778,125.72875,314.63,3.39,1.74,2026-04-30,0631,A,61,6.1NRT,299.52,37.45,D
-14.48733,130.13388,313.63,1.51,1.21,2026-04-30,0631,A,47,6.1NRT,298.16,13.09,D
-14.41158,130.63022,318.31,1.4,1.17,2026-04-30,0631,A,68,6.1NRT,298.83,17.77,D
-14.41325,130.6176,315.36,1.4,1.17,2026-04-30,0631,A,44,6.1NRT,298.55,13.82,D
-15.02779,125.53938,313.63,3.51,1.76,2026-04-30,0631,A,53,6.1NRT,299.47,34.73,D
-14.9853,125.7843,320.97,3.35,1.73,2026-04-30,0631,A,74,6.1NRT,299.31,75.4,D
-14.08868,132.86362,316.04,1.06,1.03,2026-04-30,0631,A,62,6.1NRT,297.19,10.16,D
-14.19018,132.06142,318.18,1.14,1.07,2026-04-30,0631,A,64,6.1NRT,305.42,9.53,D
-14.06419,132.84473,313.81,1.06,1.03,2026-04-30,0631,A,51,6.1NRT,298.6,5.87,D
-14.988,125.77993,318.11,3.35,1.73,2026-04-30,0631,A,56,6.1NRT,299.02,53.96,D
-14.00069,132.9032,315.02,1.05,1.03,2026-04-30,0631,A,55,6.1NRT,295.53,9.6,D
-14.00372,132.81616,320.83,1.06,1.03,2026-04-30,0631,A,61,6.1NRT,297.46,13.1,D
-13.92569,133.16364,318.03,1.03,1.02,2026-04-30,0631,A,56,6.1NRT,296.31,10.16,D
-13.93105,133.12634,316.89,1.04,1.02,2026-04-30,0631,A,34,6.1NRT,298.28,9.03,D
-13.85738,133.3232,316.71,1.02,1.01,2026-04-30,0631,A,69,6.1NRT,298.38,9.23,D
-14.32872,129.77066,316.09,1.6,1.25,2026-04-30,0631,A,58,6.1NRT,299.5,17.32,D
-13.83628,133.21634,310.86,1.03,1.01,2026-04-30,0631,A,53,6.1NRT,297.87,4.77,D
-13.76444,133.33157,322.73,1.02,1.01,2026-04-30,0631,A,54,6.1NRT,298.3,14.99,D
-13.73653,133.33669,317.5,1.02,1.01,2026-04-30,0631,A,32,6.1NRT,296.58,10.01,D
-13.73784,133.32751,346.72,1.02,1.01,2026-04-30,0631,A,94,6.1NRT,298.64,50.17,D
-13.72897,133.32616,335.78,1.02,1.01,2026-04-30,0631,A,54,6.1NRT,297.44,30.56,D
-13.73028,133.31697,363.61,1.02,1.01,2026-04-30,0631,A,100,6.1NRT,298.81,91.64,D
-13.77097,133.02945,312.75,1.04,1.02,2026-04-30,0631,A,33,6.1NRT,296.18,7.67,D
-13.82528,132.24261,322.11,1.11,1.05,2026-04-30,0631,A,68,6.1NRT,303.54,14,D
-13.82667,132.23262,331.7,1.11,1.05,2026-04-30,0631,A,84,6.1NRT,301.62,27.77,D
-13.61122,133.23959,320.45,1.03,1.01,2026-04-30,0631,A,58,6.1NRT,296.58,11.56,D
-13.63505,133.07312,337.59,1.04,1.02,2026-04-30,0631,A,82,6.1NRT,296.55,32.95,D
-13.63638,133.06381,328.89,1.04,1.02,2026-04-30,0631,A,63,6.1NRT,298.44,20.98,D
-13.60135,133.18161,324.09,1.03,1.01,2026-04-30,0631,A,69,6.1NRT,299.14,15.49,D
-13.60267,133.17238,322.29,1.03,1.01,2026-04-30,0631,A,30,6.1NRT,299.85,13.59,D
-13.60795,133.13538,312.85,1.03,1.02,2026-04-30,0631,A,51,6.1NRT,296.99,7.01,D
-13.5872,133.21713,343.02,1.03,1.01,2026-04-30,0631,A,92,6.1NRT,300.41,41.77,D
-13.58983,133.19872,335.78,1.03,1.01,2026-04-30,0631,A,72,6.1NRT,300.35,27.28,D
-13.58094,133.19736,339.23,1.03,1.01,2026-04-30,0631,A,84,6.1NRT,300.29,32.55,D
-13.58488,133.16971,337.63,1.03,1.01,2026-04-30,0631,A,78,6.1NRT,301.14,31.83,D
-13.57467,133.17755,330.5,1.03,1.01,2026-04-30,0631,A,81,6.1NRT,300.73,22.05,D
-13.57598,133.16833,337.38,1.03,1.01,2026-04-30,0631,A,89,6.1NRT,300.24,32.72,D
-13.763,131.82132,323.53,1.16,1.07,2026-04-30,0631,A,77,6.1NRT,299.62,19.65,D
-13.56519,133.10355,331.35,1.03,1.02,2026-04-30,0631,A,73,6.1NRT,300.76,25.52,D
-13.56653,133.09427,325.12,1.03,1.02,2026-04-30,0631,A,60,6.1NRT,300.86,17.21,D
-13.54698,133.16695,332.14,1.03,1.01,2026-04-30,0631,A,85,6.1NRT,296.3,26.15,D
-13.55095,133.13928,320.16,1.03,1.01,2026-04-30,0631,A,73,6.1NRT,299.08,11.68,D
-13.53809,133.16559,320.72,1.03,1.01,2026-04-30,0631,A,49,6.1NRT,297.7,12.56,D
-13.55757,131.20407,317.13,1.25,1.11,2026-04-30,0631,A,46,6.1NRT,301,11.16,D
-13.12698,133.33139,321.96,1.02,1.01,2026-04-30,0631,A,73,6.1NRT,298.46,12.8,D
-13.15854,133.11176,359.21,1.03,1.01,2026-04-30,0631,A,99,6.1NRT,302.32,80.23,D
-13.15985,133.10257,352.65,1.03,1.01,2026-04-30,0631,A,96,6.1NRT,302.17,63.86,D
-13.13189,133.10762,316.13,1.03,1.01,2026-04-30,0631,A,26,6.1NRT,300.98,7.96,D
-13.37856,130.64427,327.31,1.35,1.15,2026-04-30,0631,A,81,6.1NRT,299.63,30.53,D
-12.72332,133.95973,314.42,1,1,2026-04-30,0631,A,66,6.1NRT,298.56,6.43,D
-13.05345,131.55113,323.39,1.18,1.08,2026-04-30,0631,A,63,6.1NRT,299.62,17.82,D
-13.05488,131.54053,334.03,1.18,1.08,2026-04-30,0631,A,86,6.1NRT,297.98,34.59,D
-13.04904,131.54381,327.71,1.18,1.08,2026-04-30,0631,A,82,6.1NRT,295.94,26.05,D
