latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-15.46394,125.17905,332.57,1,1,2026-05-01,0709,A,80,6.1NRT,300.85,25.2,D
-15.46528,125.17,329.42,1,1,2026-05-01,0709,A,82,6.1NRT,300.63,21.09,D
-14.54051,130.5316,315.15,1.9,1.35,2026-05-01,0709,A,65,6.1NRT,298.79,19.19,D
-14.54337,130.51509,311.71,1.89,1.34,2026-05-01,0709,A,55,6.1NRT,298.24,12.1,D
-15.3737,125.34341,320.39,1,1,2026-05-01,0709,A,42,6.1NRT,303.03,10.34,D
-14.53752,130.34149,315.09,1.83,1.33,2026-05-01,0709,A,65,6.1NRT,297.54,19.64,D
-14.54228,130.33679,313.26,1.83,1.33,2026-05-01,0709,A,53,6.1NRT,297.47,14.88,D
-15.23969,125.44623,328.82,1,1,2026-05-01,0709,A,60,6.1NRT,300.83,18.34,D
-15.22955,125.4539,324.59,1,1,2026-05-01,0709,A,67,6.1NRT,302.23,13.6,D
-15.23091,125.44482,321.93,1,1,2026-05-01,0709,A,44,6.1NRT,301.66,11.12,D
-15.19994,125.57279,315.47,1.01,1,2026-05-01,0709,A,64,6.1NRT,300.2,7.48,D
-13.97994,132.64241,310.52,2.84,1.61,2026-05-01,0709,A,30,6.1NRT,290.71,22.31,D
-15.20175,125.25732,312.64,1,1,2026-05-01,0709,A,56,6.1NRT,299.32,5.29,D
-15.03238,125.71773,355.82,1.01,1.01,2026-05-01,0709,A,98,6.1NRT,302.71,70.34,D
-15.03376,125.7086,324.35,1.01,1.01,2026-05-01,0709,A,56,6.1NRT,302.68,15.59,D
-15.14008,124.99214,316.74,1,1,2026-05-01,0709,A,56,6.1NRT,300.5,7.63,D
-14.98729,125.76,315.3,1.02,1.01,2026-05-01,0709,A,29,6.1NRT,302.25,5.77,D
-13.99984,130.44936,317.06,1.91,1.35,2026-05-01,0709,A,71,6.1NRT,299.5,20.68,D
-13.94739,130.43445,321.63,1.91,1.35,2026-05-01,0709,A,77,6.1NRT,297.27,32.15,D
-13.95028,130.41736,316.35,1.91,1.35,2026-05-01,0709,A,70,6.1NRT,298.89,19.34,D
-14.76101,125.24036,318.34,1,1,2026-05-01,0709,A,67,6.1NRT,302.07,7.79,D
-14.52331,126.38655,327.05,1.06,1.03,2026-05-01,0709,A,79,6.1NRT,303.01,18.36,D
-13.08375,130.5452,309.53,2.03,1.39,2026-05-01,0709,A,0,6.1NRT,291.88,14.7,D
-12.80592,130.70445,325.41,2.12,1.41,2026-05-01,0709,A,81,6.1NRT,294.02,56.27,D
-41.01563,145.16048,305.01,4.08,1.87,2026-05-01,0701,A,7,6.1NRT,280.68,69.96,D
-41.01225,145.15428,306.43,4.08,1.87,2026-05-01,0701,A,45,6.1NRT,280.78,76.56,D
-42.7891,146.96001,307.66,1.41,1.18,2026-05-01,1157,T,72,6.1NRT,275.34,20.21,N
-41.31979,146.69676,304.93,1.47,1.2,2026-05-01,1157,T,62,6.1NRT,281.68,16.42,N
-11.49806,130.52185,309.04,1.31,1.13,2026-05-01,1204,T,74,6.1NRT,294.02,10.54,N
-17.67798,132.72064,307,1.16,1.07,2026-05-01,1204,T,70,6.1NRT,293.14,8.44,N
-17.63251,132.92824,307.91,1.13,1.06,2026-05-01,1204,T,73,6.1NRT,292.86,8.97,N
-17.63383,132.91785,302.9,1.13,1.06,2026-05-01,1204,T,52,6.1NRT,289.47,5.29,N
-17.65641,132.73926,319.1,1.15,1.07,2026-05-01,1204,T,98,6.1NRT,293.29,19.26,N
-17.65774,132.72864,325.15,1.15,1.07,2026-05-01,1204,T,100,6.1NRT,293.29,26.85,N
-17.6483,132.72733,303.18,1.15,1.07,2026-05-01,1204,T,54,6.1NRT,292.84,5.55,N
-18.25886,125.07,304.55,4.22,1.9,2026-05-01,1204,T,61,6.1NRT,291.75,43.28,N
-18.25415,125.06304,307.2,4.22,1.9,2026-05-01,1204,T,71,6.1NRT,291.61,57.77,N
-16.7224,133.42778,308.41,1.06,1.03,2026-05-01,1204,T,63,6.1NRT,292.39,7.86,N
-16.71334,133.42648,307.3,1.06,1.03,2026-05-01,1204,T,44,6.1NRT,291.54,7.03,N
-17.31693,124.67085,302.1,4.41,1.93,2026-05-01,1204,T,47,6.1NRT,291.73,35.96,N
-16.24412,128.6241,305.33,2.09,1.41,2026-05-01,1204,T,64,6.1NRT,295.17,14.19,N
-16.24613,128.60608,310.92,2.1,1.41,2026-05-01,1204,T,81,6.1NRT,294.99,25.26,N
-16.04917,129.00369,316.25,1.95,1.36,2026-05-01,1204,T,93,6.1NRT,296.4,32.18,N
-16.0372,129.00183,331.51,1.95,1.36,2026-05-01,1204,T,100,6.1NRT,296.14,75.31,N
-16.03913,128.98401,314.32,1.95,1.36,2026-05-01,1204,T,89,6.1NRT,295.11,26.82,N
-16.04189,129.01385,309.49,1.94,1.36,2026-05-01,1204,T,44,6.1NRT,294.87,18.31,N
-16.0439,128.99657,326.59,1.95,1.36,2026-05-01,1204,T,100,6.1NRT,296.95,59.6,N
-16.03193,128.99472,314.49,1.95,1.36,2026-05-01,1204,T,78,6.1NRT,295.07,27.78,N
-15.52728,129.48824,307.32,1.76,1.3,2026-05-01,1204,T,69,6.1NRT,295.24,11.59,N
-15.42708,129.67039,306.33,1.69,1.28,2026-05-01,1204,T,36,6.1NRT,295.65,10.94,N
-14.32713,132.33528,311.6,1.12,1.05,2026-05-01,1204,T,83,6.1NRT,292.3,9.2,N
-14.29624,132.20695,307.76,1.13,1.06,2026-05-01,1204,T,72,6.1NRT,295.29,5.38,N
-14.29755,132.19669,308.01,1.13,1.06,2026-05-01,1204,T,73,6.1NRT,295.67,5.45,N
-14.28689,132.2057,310.74,1.13,1.06,2026-05-01,1204,T,81,6.1NRT,294.26,7.4,N
-14.28819,132.19543,327.4,1.13,1.06,2026-05-01,1204,T,100,6.1NRT,294.45,26.21,N
-14.05766,131.83812,322.31,1.17,1.08,2026-05-01,1204,T,100,6.1NRT,294.56,22.64,N
-11.87307,142.00612,305.38,3.02,1.65,2026-05-01,1204,T,20,6.1NRT,291.07,26.29,N
-13.06785,130.52768,305.44,1.37,1.16,2026-05-01,1204,T,64,6.1NRT,293.53,7.52,N
-15.38039,167.85243,309.75,1.7,1.28,2026-05-01,1620,A,62,6.1NRT,270.09,22.83,N
-23.30389,150.34976,319.79,1.45,1.19,2026-05-01,2254,T,78,6.1NRT,296.1,23.98,D
-10.0121,147.93498,308.39,1.03,1.02,2026-05-01,2252,T,56,6.1NRT,294.98,4.08,D
-23.30553,150.36371,311.15,1.45,1.19,2026-05-01,2254,T,67,6.1NRT,295.52,11.54,D
-23.31029,150.35725,312.19,1.45,1.19,2026-05-01,2254,T,45,6.1NRT,295.64,12.08,D
-19.11855,143.48538,307.07,1.33,1.14,2026-05-01,2254,T,62,6.1NRT,294.78,7.41,D
-23.88207,149.15825,305.72,1.25,1.11,2026-05-01,2254,T,57,6.1NRT,291.01,7.9,D
-30.21633,147.78139,304.05,1.24,1.11,2026-05-01,2257,T,44,6.1NRT,282.36,6.68,D
-33.41039,147.48085,309.51,1.31,1.13,2026-05-01,2259,T,69,6.1NRT,276.76,16.48,D
-34.61733,146.0358,310.16,1.15,1.07,2026-05-01,2259,T,70,6.1NRT,277.07,14.58,D
-15.47216,130.02916,310.54,2.34,1.48,2026-05-02,0033,T,48,6.1NRT,296.05,15.3,D
-15.40121,126.85136,312.57,1.36,1.15,2026-05-02,0033,T,47,6.1NRT,299.6,8.32,D
-15.40281,126.86382,318.73,1.36,1.16,2026-05-02,0033,T,71,6.1NRT,299.03,16.79,D
-15.53546,127.53342,318.54,1.52,1.22,2026-05-02,0033,T,71,6.1NRT,299.98,18.15,D
-16.09664,127.45122,314.46,1.53,1.22,2026-05-02,0033,T,64,6.1NRT,299.73,11.69,D
-16.2463,128.60339,320.06,1.86,1.33,2026-05-02,0033,T,69,6.1NRT,297.56,30,D
-16.24843,128.62149,318.32,1.87,1.34,2026-05-02,0033,T,54,6.1NRT,298.41,26.23,D
-17.18516,124.96951,312.24,1.12,1.05,2026-05-02,0033,T,26,6.1NRT,296.3,5.73,D
-17.18653,124.97977,314.18,1.12,1.06,2026-05-02,0033,T,61,6.1NRT,295.93,7.5,D
-17.18546,124.29171,310.71,1.06,1.03,2026-05-02,0033,T,53,6.1NRT,296.63,4.8,D
-17.27421,124.54303,316.21,1.08,1.04,2026-05-02,0033,T,60,6.1NRT,299.45,9.45,D
-17.27554,124.55296,316.36,1.08,1.04,2026-05-02,0033,T,53,6.1NRT,300.21,9.12,D
-17.28436,124.41083,313.06,1.07,1.03,2026-05-02,0033,T,62,6.1NRT,298.18,7.5,D
-17.30041,124.52924,321.66,1.08,1.04,2026-05-02,0033,T,76,6.1NRT,297.5,14.8,D
-17.30175,124.53915,314.76,1.08,1.04,2026-05-02,0033,T,54,6.1NRT,299.07,7.27,D
-17.34456,124.71693,323.23,1.1,1.04,2026-05-02,0033,T,77,6.1NRT,298.81,18.19,D
-17.34593,124.72703,313.73,1.1,1.04,2026-05-02,0033,T,63,6.1NRT,298.19,7.96,D
-17.38745,124.29376,317.22,1.06,1.03,2026-05-02,0033,T,18,6.1NRT,298.5,9.12,D
-17.39656,124.29247,324.22,1.06,1.03,2026-05-02,0033,T,79,6.1NRT,299.02,17.22,D
-17.72968,124.16644,316.27,1.05,1.03,2026-05-02,0033,T,40,6.1NRT,295.47,8.34,D
-17.73102,124.17616,314.75,1.06,1.03,2026-05-02,0033,T,30,6.1NRT,294.96,7.25,D
-17.73855,124.16868,316.09,1.06,1.03,2026-05-02,0033,T,69,6.1NRT,293.46,9.98,D
-17.85954,124.38641,350.51,1.08,1.04,2026-05-02,0033,T,96,6.1NRT,296.14,63.03,D
-17.86086,124.39637,344,1.08,1.04,2026-05-02,0033,T,92,6.1NRT,297.06,48.73,D
-17.86739,124.37517,346.87,1.07,1.03,2026-05-02,0033,T,94,6.1NRT,297.29,54.97,D
-17.86871,124.38511,337.5,1.08,1.04,2026-05-02,0033,T,89,6.1NRT,298.14,37.77,D
-17.87003,124.39507,324.7,1.08,1.04,2026-05-02,0033,T,79,6.1NRT,296.74,19.04,D
-18.2404,125.04855,315.53,1.16,1.07,2026-05-02,0033,T,66,6.1NRT,298.55,9.46,D
-18.24178,125.05927,341.18,1.16,1.07,2026-05-02,0033,T,91,6.1NRT,299.54,49.25,D
-18.24316,125.07002,331.19,1.16,1.07,2026-05-02,0033,T,84,6.1NRT,297.67,30.53,D
-18.24454,125.08078,332.39,1.16,1.07,2026-05-02,0033,T,85,6.1NRT,296.78,33.88,D
-18.25267,125.06871,346.05,1.16,1.07,2026-05-02,0033,T,93,6.1NRT,298.98,59.91,D
-18.25406,125.07947,325.13,1.16,1.07,2026-05-02,0033,T,79,6.1NRT,296.99,22.18,D
-18.24508,124.78978,321.68,1.12,1.06,2026-05-02,0033,T,75,6.1NRT,297.47,16.24,D
-18.24646,124.8002,325.87,1.13,1.06,2026-05-02,0033,T,80,6.1NRT,298.78,21.59,D
-18.24757,124.73651,343.28,1.12,1.05,2026-05-02,0033,T,92,6.1NRT,301.43,46.76,D
-18.24894,124.74689,330.88,1.12,1.05,2026-05-02,0033,T,71,6.1NRT,300.63,24.12,D
-18.25032,124.75727,349.81,1.12,1.06,2026-05-02,0033,T,95,6.1NRT,300.69,62.15,D
-18.2517,124.76766,378.72,1.12,1.06,2026-05-02,0033,T,100,6.1NRT,302.47,164.65,D
-18.25308,124.77806,334.85,1.12,1.06,2026-05-02,0033,T,80,6.1NRT,299.39,31.59,D
-18.25446,124.78848,325.18,1.12,1.06,2026-05-02,0033,T,65,6.1NRT,300.69,18.22,D
-18.25584,124.7989,330.88,1.13,1.06,2026-05-02,0033,T,84,6.1NRT,300.94,26.82,D
-18.25691,124.73521,321.84,1.12,1.05,2026-05-02,0033,T,65,6.1NRT,301.83,11.97,D
-18.2583,124.74558,319.78,1.12,1.05,2026-05-02,0033,T,65,6.1NRT,301.46,10.5,D
-18.25968,124.75597,324.77,1.12,1.06,2026-05-02,0033,T,74,6.1NRT,300.61,15.87,D
-18.26106,124.76636,332.48,1.12,1.06,2026-05-02,0033,T,85,6.1NRT,300.68,26.47,D
-18.26244,124.77676,328.5,1.12,1.06,2026-05-02,0033,T,46,6.1NRT,301.47,19.07,D
-18.26521,124.79758,334.56,1.13,1.06,2026-05-02,0033,T,87,6.1NRT,301.83,30.79,D
-18.2666,124.80802,334.31,1.13,1.06,2026-05-02,0033,T,86,6.1NRT,301.04,30.9,D
-18.29982,124.79742,318.29,1.13,1.06,2026-05-02,0033,T,38,6.1NRT,300.61,8.11,D
-32.49399,115.94025,301.32,1.21,1.09,2026-05-02,0037,T,46,6.1NRT,282.2,8.89,D
-33.89388,117.55757,307.15,1.03,1.01,2026-05-02,0037,T,65,6.1NRT,281.11,9.73,D
-15.48436,141.82297,320.08,1.07,1.03,2026-05-02,0610,A,72,6.1NRT,301.9,10.96,D
-15.01438,133.93533,342.21,2.11,1.41,2026-05-02,0610,A,86,6.1NRT,297.74,121.39,D
-15.01161,133.92801,330.7,2.11,1.41,2026-05-02,0610,A,84,6.1NRT,297.66,69.04,D
-14.14555,132.60277,312.22,2.61,1.55,2026-05-02,0610,A,60,6.1NRT,296.63,21.81,D
-13.72184,133.2829,313.25,2.27,1.46,2026-05-02,0610,A,63,6.1NRT,297.3,22.88,D
-13.79913,131.57111,310.33,3.11,1.67,2026-05-02,0610,A,37,6.1NRT,293.98,24.52,D
-11.87393,142.02652,310.38,1.19,1.09,2026-05-02,0612,A,37,6.1NRT,295.73,6.19,D
-11.87559,142.01596,342.21,1.19,1.08,2026-05-02,0612,A,91,6.1NRT,297.41,54.93,D
-13.0886,130.61964,324.98,3.62,1.78,2026-05-02,0612,A,80,6.1NRT,295.91,108.19,D
-13.09416,130.61551,324.98,3.62,1.78,2026-05-02,0612,A,80,6.1NRT,295.47,113.04,D
-11.49852,130.51494,313.04,3.49,1.76,2026-05-02,0612,A,57,6.1NRT,296.5,42.24,D
-11.50258,130.51062,311.48,3.49,1.76,2026-05-02,0612,A,49,6.1NRT,296.31,34.39,D
-32.06067,149.32272,304.69,1.51,1.21,2026-05-02,0605,A,60,6.1NRT,276.23,14.45,D
-29.21861,148.29311,316.93,1.49,1.21,2026-05-02,0608,A,42,6.1NRT,282.59,23.1,D
-29.21561,148.2865,318.06,1.49,1.21,2026-05-02,0608,A,77,6.1NRT,281.83,26.32,D
-19.90085,144.20668,307.3,1.22,1.1,2026-05-02,0610,A,28,6.1NRT,295.83,5.51,D
-19.89124,144.20483,317.81,1.22,1.1,2026-05-02,0610,A,74,6.1NRT,296.64,16.79,D
-19.11512,143.48895,316.1,1.15,1.07,2026-05-02,0610,A,69,6.1NRT,298.82,11.17,D
-19.11683,143.47844,323.19,1.15,1.07,2026-05-02,0610,A,78,6.1NRT,299.28,19.52,D
-18.15954,144.71451,316.35,1.4,1.17,2026-05-02,0610,A,63,6.1NRT,297.3,18.72,D
-18.17038,144.6512,320.42,1.38,1.16,2026-05-02,0610,A,49,6.1NRT,296.74,21.08,D
-18.17253,144.63863,332.42,1.38,1.16,2026-05-02,0610,A,86,6.1NRT,297.76,43.31,D
-18.17377,144.64638,325.28,1.38,1.16,2026-05-02,0610,A,70,6.1NRT,297.86,29.17,D
-18.1372,143.98871,315.55,1.26,1.12,2026-05-02,0610,A,68,6.1NRT,298.22,11.6,D
-17.54354,144.0359,315,1.29,1.13,2026-05-02,0610,A,65,6.1NRT,302.68,8.79,D
-17.4828,143.97096,326.74,1.29,1.13,2026-05-02,0610,A,81,6.1NRT,303.11,25.44,D
-17.48472,143.95932,318.38,1.28,1.12,2026-05-02,0610,A,72,6.1NRT,302.84,12.94,D
-18.75243,134.29028,349.43,2.25,1.45,2026-05-02,0610,A,95,6.1NRT,296,180.38,D
-18.73729,134.30939,315.58,2.24,1.45,2026-05-02,0610,A,64,6.1NRT,291.63,25.37,D
-18.73962,134.28868,313.95,2.25,1.45,2026-05-02,0610,A,53,6.1NRT,291.63,21.18,D
-17.66718,132.7305,320.32,2.87,1.62,2026-05-02,0610,A,55,6.1NRT,297.25,50.95,D
-17.67009,132.70421,325.63,2.88,1.62,2026-05-02,0610,A,80,6.1NRT,297.16,78.49,D
-17.63299,132.90973,317.16,2.78,1.59,2026-05-02,0610,A,71,6.1NRT,296.31,39.96,D
-17.63581,132.88428,340.26,2.79,1.6,2026-05-02,0610,A,90,6.1NRT,298.38,168.64,D
-32.00555,116.27536,302.93,1.24,1.11,2026-05-02,0744,A,29,6.1NRT,283.78,7.79,D
-31.69396,116.5958,307.98,1.19,1.08,2026-05-02,0744,A,66,6.1NRT,289.36,10.57,D
-31.60544,116.81049,305.15,1.16,1.07,2026-05-02,0744,A,58,6.1NRT,288.8,7.39,D
-31.60695,116.79844,307.99,1.16,1.07,2026-05-02,0744,A,63,6.1NRT,290.56,9.7,D
-31.59439,116.62881,303.15,1.18,1.08,2026-05-02,0744,A,54,6.1NRT,290.59,5.9,D
-31.58484,116.62715,304.57,1.18,1.08,2026-05-02,0744,A,59,6.1NRT,290.42,7.18,D
-31.45035,116.66092,300.07,1.17,1.08,2026-05-02,0744,A,25,6.1NRT,289.54,4.18,D
-31.49253,115.72329,306.44,1.31,1.13,2026-05-02,0744,A,64,6.1NRT,289.38,11.08,D
-30.97889,116.52493,300.15,1.18,1.08,2026-05-02,0744,A,30,6.1NRT,289.31,4.23,D
-30.91289,116.85936,303.66,1.13,1.06,2026-05-02,0744,A,57,6.1NRT,290.17,6.16,D
-30.87394,116.20735,308.36,1.21,1.1,2026-05-02,0744,A,67,6.1NRT,290.36,10.89,D
-30.87547,116.195,307.51,1.22,1.1,2026-05-02,0744,A,65,6.1NRT,289.82,10.1,D
-30.82523,116.36285,318.76,1.19,1.09,2026-05-02,0744,A,79,6.1NRT,290.8,21.1,D
-30.82673,116.35063,304.21,1.19,1.09,2026-05-02,0744,A,58,6.1NRT,290.11,6.82,D
-30.61712,116.22284,334.21,1.2,1.09,2026-05-02,0744,A,89,6.1NRT,289.71,44.86,D
-30.61867,116.21046,361.98,1.21,1.09,2026-05-02,0744,A,100,6.1NRT,294.22,120.57,D
-30.62022,116.19807,305.5,1.21,1.09,2026-05-02,0744,A,62,6.1NRT,290.38,8.3,D
-30.54091,116.51876,300.53,1.16,1.07,2026-05-02,0744,A,38,6.1NRT,289.9,4.49,D
-30.40084,117.11177,302.92,1.1,1.04,2026-05-02,0744,A,48,6.1NRT,290.94,4.74,D
-30.39161,117.11016,305.2,1.1,1.04,2026-05-02,0744,A,61,6.1NRT,290.59,6.37,D
-30.33298,116.13177,308.59,1.21,1.09,2026-05-02,0744,A,67,6.1NRT,289.01,11.33,D
-29.83369,116.03788,311.89,1.2,1.09,2026-05-02,0744,A,72,6.1NRT,291.93,12.15,D
-29.82251,116.04852,304.6,1.2,1.09,2026-05-02,0744,A,32,6.1NRT,291.62,5.84,D
-29.82405,116.03629,312.07,1.2,1.09,2026-05-02,0744,A,72,6.1NRT,291.52,12.49,D
-29.7465,116.00549,305.24,1.21,1.09,2026-05-02,0744,A,61,6.1NRT,291.92,7.18,D
-29.251,115.06731,322.76,1.33,1.14,2026-05-02,0744,A,82,6.1NRT,295.75,28.01,D
-28.76015,114.74796,311.22,1.37,1.16,2026-05-02,0744,A,70,6.1NRT,294.88,13.09,D
-28.67418,114.78418,306.14,1.36,1.16,2026-05-02,0744,A,60,6.1NRT,294.28,7.37,D
-20.61726,116.76611,319.84,1,1,2026-05-02,0746,A,59,6.1NRT,303.81,9.38,D
-17.91688,124.29034,329.47,2.88,1.62,2026-05-02,0746,A,83,6.1NRT,296.98,102.92,D
-17.87058,123.4831,314.86,2.51,1.52,2026-05-02,0746,A,64,6.1NRT,299.3,26.36,D
-17.72428,124.10163,316.52,2.82,1.6,2026-05-02,0746,A,67,6.1NRT,295.22,42.3,D
-17.72104,124.09602,313.47,2.82,1.6,2026-05-02,0746,A,27,6.1NRT,294.88,29.04,D
-17.30009,124.45593,325.55,3.06,1.66,2026-05-02,0746,A,80,6.1NRT,297.81,89.61,D
-17.28565,124.45278,316.96,3.06,1.66,2026-05-02,0746,A,69,6.1NRT,296.67,47.94,D
-17.29484,124.47863,315.07,3.08,1.67,2026-05-02,0746,A,53,6.1NRT,297.36,36.54,D
-17.29999,124.45109,324.56,3.06,1.66,2026-05-02,0746,A,79,6.1NRT,297.67,83.7,D
-17.18473,124.24932,319.43,2.97,1.64,2026-05-02,0746,A,69,6.1NRT,297.29,55.81,D
-15.46783,125.19038,315.73,3.82,1.83,2026-05-02,0748,A,53,6.1NRT,293.65,62.03,D
-32.53556,151.95178,308.13,1.05,1.02,2026-05-02,1100,T,74,6.1NRT,282.04,11.13,N
-28.26844,150.02435,309.55,1.13,1.06,2026-05-02,1102,T,78,6.1NRT,280.18,13.32,N
-28.15625,146.50574,309.83,1.81,1.32,2026-05-02,1102,T,78,6.1NRT,284.37,24.34,N
-28.14454,146.50432,308.56,1.81,1.32,2026-05-02,1102,T,75,6.1NRT,281.84,22.19,N
-26.55554,150.16502,300.96,1.08,1.04,2026-05-02,1102,T,36,6.1NRT,286.41,6.45,N
-23.61844,151.10965,303.26,1,1,2026-05-02,1102,T,46,6.1NRT,291.59,3.91,N
-23.55699,151.0834,300.71,1,1,2026-05-02,1102,T,27,6.1NRT,290.5,3.74,N
-20.94122,134.79326,312.21,3.11,1.67,2026-05-02,1242,T,84,6.1NRT,289.95,59.09,N
-20.94673,134.76483,300.99,3.09,1.67,2026-05-02,1242,T,36,6.1NRT,288.69,21.53,N
-18.74461,134.27969,305.65,3.18,1.69,2026-05-02,1242,T,65,6.1NRT,284.31,42.02,N
-18.25993,124.81213,301.42,1.01,1,2026-05-02,1242,T,29,6.1NRT,291.35,3.6,N
-17.73896,124.16994,303.41,1.03,1.02,2026-05-02,1242,T,55,6.1NRT,293.26,4.36,N
-17.71094,124.10159,302.67,1.04,1.02,2026-05-02,1242,T,51,6.1NRT,290.46,4.28,N
-17.4234,124.6034,316.48,1.01,1.01,2026-05-02,1242,T,93,6.1NRT,294.29,13.39,N
-17.40966,124.28996,306.28,1.02,1.01,2026-05-02,1242,T,44,6.1NRT,294.69,5.27,N
-17.41092,124.28055,305.47,1.02,1.01,2026-05-02,1242,T,52,6.1NRT,294.69,5,N
-17.39822,124.30745,327.9,1.02,1.01,2026-05-02,1242,T,100,6.1NRT,295.27,24.93,N
-17.38931,124.30614,312.11,1.02,1.01,2026-05-02,1242,T,44,6.1NRT,294.26,8.83,N
-17.31008,124.6936,351.55,1.01,1,2026-05-02,1242,T,100,6.1NRT,295.91,65.2,N
-17.31133,124.68434,304.03,1.01,1,2026-05-02,1242,T,53,6.1NRT,294.02,4.2,N
-17.30123,124.69227,331.42,1.01,1,2026-05-02,1242,T,100,6.1NRT,294.43,29.94,N
-17.30968,124.49471,334.52,1.01,1.01,2026-05-02,1242,T,100,6.1NRT,295.67,33.77,N
-17.31093,124.4854,322.32,1.01,1.01,2026-05-02,1242,T,100,6.1NRT,295.22,18.57,N
-17.29253,124.47688,307.27,1.01,1.01,2026-05-02,1242,T,65,6.1NRT,295.24,5.95,N
-17.28239,124.48488,307.32,1.01,1.01,2026-05-02,1242,T,65,6.1NRT,295.34,5.85,N
-17.28365,124.47556,320.54,1.01,1.01,2026-05-02,1242,T,100,6.1NRT,296.23,16.8,N
-17.28104,124.4276,306.41,1.02,1.01,2026-05-02,1242,T,66,6.1NRT,294.26,5.94,N
-17.19445,124.99946,316.63,1,1,2026-05-02,1242,T,93,6.1NRT,296.39,11.83,N
-17.27215,124.42628,313.52,1.02,1.01,2026-05-02,1242,T,87,6.1NRT,294.19,11,N
-17.27341,124.41695,307.12,1.02,1.01,2026-05-02,1242,T,68,6.1NRT,294.26,6.3,N
-17.16169,124.97572,305.08,1,1,2026-05-02,1242,T,18,6.1NRT,295.05,3.66,N
-17.16294,124.96654,326.28,1,1,2026-05-02,1242,T,100,6.1NRT,295.62,21.87,N
-16.29987,127.67163,304.91,1.19,1.09,2026-05-02,1242,T,61,6.1NRT,294.52,5.83,N
-15.78364,128.67458,309.24,1.39,1.17,2026-05-02,1242,T,53,6.1NRT,296.27,9.81,N
-15.77337,128.67287,314.64,1.39,1.17,2026-05-02,1242,T,89,6.1NRT,296.57,15.57,N
-15.77483,128.68037,311.51,1.39,1.17,2026-05-02,1242,T,64,6.1NRT,295.91,12.86,N
-15.43739,129.67299,305.99,1.65,1.26,2026-05-02,1242,T,49,6.1NRT,294.5,9.63,N
-15.39455,129.72153,309.88,1.67,1.27,2026-05-02,1242,T,63,6.1NRT,293.69,19.15,N
-15.63534,125.54302,319.55,1.01,1.01,2026-05-02,1244,T,99,6.1NRT,296.68,14.2,N
-15.62648,125.54166,306.72,1.01,1.01,2026-05-02,1244,T,51,6.1NRT,296.25,4.24,N
-15.62777,125.53252,308.98,1.01,1.01,2026-05-02,1244,T,75,6.1NRT,296.72,5.41,N
-15.61891,125.53119,307.75,1.01,1.01,2026-05-02,1244,T,44,6.1NRT,296.66,4.44,N
-15.32723,126.77736,304.35,1.11,1.05,2026-05-02,1244,T,60,6.1NRT,294.29,5.36,N
-15.46623,125.17757,307.9,1,1,2026-05-02,1244,T,73,6.1NRT,296.97,4.07,N
-15.1937,126.81578,348.59,1.12,1.05,2026-05-02,1244,T,100,6.1NRT,297.13,67.84,N
-15.19518,126.80567,320.32,1.11,1.05,2026-05-02,1244,T,100,6.1NRT,295.2,19.29,N
-15.23817,126.44696,309.94,1.08,1.04,2026-05-02,1244,T,64,6.1NRT,291.32,10.58,N
-15.23958,126.43723,305.59,1.08,1.04,2026-05-02,1244,T,28,6.1NRT,289.88,7.88,N
-15.15297,126.52782,319.01,1.09,1.04,2026-05-02,1244,T,98,6.1NRT,294.58,17.27,N
-15.18398,126.31327,338.52,1.07,1.03,2026-05-02,1244,T,100,6.1NRT,292.79,44.1,N
-15.18537,126.30363,306.52,1.07,1.03,2026-05-02,1244,T,60,6.1NRT,291.32,6.55,N
-15.14382,126.52639,304.64,1.09,1.04,2026-05-02,1244,T,58,6.1NRT,293.91,5.02,N
-15.17351,126.32153,303.5,1.07,1.03,2026-05-02,1244,T,16,6.1NRT,293,3.97,N
-15.17491,126.31184,326.23,1.07,1.03,2026-05-02,1244,T,100,6.1NRT,293.98,25.17,N
-15.1763,126.3022,317.66,1.07,1.03,2026-05-02,1244,T,95,6.1NRT,290.11,15.29,N
-14.79483,126.51774,310.93,1.09,1.04,2026-05-02,1244,T,57,6.1NRT,295.59,8.44,N
-14.60962,126.95831,315.72,1.15,1.07,2026-05-02,1244,T,91,6.1NRT,297.06,13.36,N
-36.50558,146.71037,301.86,1.03,1.01,2026-05-02,1705,A,37,6.1NRT,287.79,6.11,N
-15.69038,127.63622,310.97,1.03,1.01,2026-05-02,1836,A,81,6.1NRT,295.29,8.59,N
-15.69182,127.64548,305.83,1.03,1.01,2026-05-02,1836,A,66,6.1NRT,295.2,4.96,N
-15.69926,127.63482,304.39,1.03,1.01,2026-05-02,1836,A,60,6.1NRT,294.28,4.2,N
-15.47119,125.18412,305.92,1.34,1.15,2026-05-02,1836,A,66,6.1NRT,295.22,7.02,N
-16.08747,127.45394,310.03,1.03,1.02,2026-05-02,1836,A,79,6.1NRT,289.1,11.03,N
-16.08893,127.46329,317.12,1.03,1.01,2026-05-02,1836,A,94,6.1NRT,289.3,17.2,N
-17.20181,125.01357,306.45,1.29,1.13,2026-05-02,1838,A,68,6.1NRT,294.77,8.8,N
-18.2411,124.82152,307.27,1.28,1.12,2026-05-02,1838,A,71,6.1NRT,292.3,10.98,N
-20.95284,134.79974,301.18,2.5,1.52,2026-05-02,1838,A,38,6.1NRT,289.63,18.59,N
